gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene16944	5.90148281196475644e0	6.19053846946929665e-1	6.58482090608506709e-1	9.40122526908604095e-1	3.47154725090735139e-1	8.45490821835499506e-1
gene16945	5.58072458242839502e2	2.61199413559628557e-1	1.04357931998481826e-1	2.50291864315046420e0	1.23173847759719436e-2	1.07522190626519867e-1
gene16946	2.41414481621163941e4	9.98770017727474702e-2	1.15652859760301235e-1	8.63593014299427142e-1	3.87811503015017600e-1	8.66251450749415564e-1
gene16947	3.34479852284250923e-1	-5.46620730222883600e-1	2.99954971636865908e0	-1.82234262442777017e-1	8.55398904561684992e-1	9.86888562401976976e-1
gene16948	3.13106003293322374e2	-1.27447236693154886e-1	1.26732624673617900e-1	-1.00563873762874700e0	3.14589397763893053e-1	8.22833944796896866e-1
gene16949	7.65170482028065749e2	-1.16820134784912502e-1	1.16692215431674073e-1	-1.00109621154046335e0	3.16780311426228811e-1	8.24704745449159282e-1
gene16950	1.86767305075909607e-1	6.46804574451394831e-1	3.05255689782184847e0	2.11889440918504174e-1	8.32193320006133774e-1	9.84759973047995896e-1
gene16951	1.80001295186508537e3	1.15262088532195620e-1	1.14081304054075031e-1	1.01035037675902539e0	3.12327468978968625e-1	8.21326442758597675e-1
gene16952	1.53774986114087426e2	1.74644336212033346e-1	1.71316065504574122e-1	1.01942766253507244e0	3.07999994935038157e-1	8.17877330957233584e-1
gene16953	4.48416390595849225e3	-4.68311839934218779e-3	8.27201655663398344e-2	-5.66139872578763775e-2	9.54852609192686219e-1	9.93897460490620999e-1
gene16954	4.40832047712017015e2	-1.16803525113093817e-1	1.33116771170490561e-1	-8.77451609485754291e-1	3.80241393678225126e-1	8.63746548878404408e-1
gene16955	8.21813991600951255e1	4.35616515540445809e-2	1.84559598443057887e-1	2.36030268387718900e-1	8.13409218223473118e-1	9.84759973047995896e-1
gene16956	2.64727116854374515e2	-1.41288499040953808e-1	1.39944952124604560e-1	-1.00960053861144616e0	3.12686726947288052e-1	8.21326442758597675e-1
gene16957	1.04738879762275519e3	2.70668902765328090e0	1.26379268541805867e-1	2.14171917505434557e1	9.23937801614223598e-102	1.50927511871884114e-99
gene16958	7.55141221968639531e0	1.68369209943744852e-1	6.33074826355712217e-1	2.65954675394313556e-1	7.90274149503841561e-1	9.82398807607332669e-1
gene16959	2.17913957523183610e0	1.12559936585963793e0	1.86470353420037083e0	6.03634489459109469e-1	5.46086631500223629e-1	9.28105106529759305e-1
gene16960	1.13075204882235812e3	1.26444225278088906e-1	1.10512811703301031e-1	1.14415897423331958e0	2.52557730961324500e-1	7.66929789887095925e-1
gene16961	2.14079634312895109e2	-3.86823088139648863e-3	1.56325840537650002e-1	-2.47446670882594845e-2	9.80258571908868448e-1	9.96006070862986759e-1
gene16962	1.95187392281177610e-2	3.01012355648562879e-1	3.05483151746071258e0	9.85364835762776725e-2	9.21506246612188162e-1	9.93766132701380478e-1
gene16963	1.90729312882874531e1	-1.32970642577296760e0	4.13957510516389238e-1	-3.21218094126189913e0	1.31731387522672039e-3	1.36095117778088706e-2
gene16964	1.66753456006621881e0	9.71669419036054527e-1	1.32841240240069114e0	7.31451631496412569e-1	4.64503313094613957e-1	9.00089764780969026e-1
gene16965	6.92776690170641274e1	-1.60095302934188832e-1	2.40577842714501000e-1	-6.65461545119005127e-1	5.05755294043040537e-1	9.15618739050953145e-1
gene16966	2.42509966675966638e2	-9.66631174788552469e-3	1.53126201602802575e-1	-6.31264384978292847e-2	9.49665739438883105e-1	9.93897460490620999e-1
gene16967	1.44803065243563833e3	-2.14077772185427051e0	1.07781272052392421e-1	-1.98622421232293433e1	8.63674918481584368e-88	9.66976261259522273e-86
gene16968	7.81669718476298954e2	1.60325733387756159e-1	1.03384771981440166e-1	1.55076739364031435e0	1.20957436781089847e-1	5.58905809786770069e-1
gene16969	5.47719155131458280e1	1.30087697366216920e-1	2.06737156259877319e-1	6.29241979137466712e-1	5.29190606833013777e-1	9.21751974864714718e-1
gene16970	2.78027933728460681e1	-2.65945261016975820e0	3.49987411762565370e-1	-7.59870932721990400e0	2.99098719605649063e-14	5.29372858172378273e-13
gene16971	2.33871377365765269e1	-7.29451766307128227e-3	3.08305146011579378e-1	-2.36600580867285075e-2	9.81123713514143847e-1	9.96126855971558145e-1
gene16972	7.89166226429283757e0	9.43951159595911138e-1	5.96936187124745499e-1	1.58132674807776041e0	1.13803345369322961e-1	5.41414865090770414e-1
gene16973	2.49191787304330958e1	3.88011219579121935e-1	3.23806646239650719e-1	1.19828059147357080e0	2.30807815511363396e-1	7.42772117258246101e-1
gene16974	4.18756536551382297e0	2.10088042095512045e-1	7.32747126202184296e-1	2.86712884408560909e-1	7.74332200117185954e-1	9.79794598361033553e-1
gene16975	2.88824926631765067e1	-6.07382736953230619e-3	3.20991893008564066e-1	-1.89220584750726291e-2	9.84903241313198397e-1	9.97196634454799447e-1
gene16976	5.66230486455339019e2	2.83381374925117724e-1	1.31820649195663553e-1	2.14974950172252655e0	3.15750316117830998e-2	2.33925206316440648e-1
gene16977	8.29232335899243253e2	-1.27538973054774907e-1	1.11747636043157517e-1	-1.14131249278077518e0	2.53739922523056716e-1	7.68310209313437631e-1
gene16978	3.81756514567827221e0	-1.37224839231308038e0	9.12530431079646265e-1	-1.50378370471385359e0	1.32637069512323374e-1	5.86045722804829805e-1
gene16979	3.37405412017048684e3	6.40827847011149337e-2	1.03715903142131957e-1	6.17868453724942146e-1	5.36662010871965189e-1	9.23251156066512091e-1
gene16980	2.40776561090140319e2	-2.58527395483024947e-1	1.57215089084289161e-1	-1.64441846510304313e0	1.00089790601913406e-1	5.02226967847186678e-1
gene16981	3.20614426956222133e2	2.81429200902366429e-2	1.42634347469802858e-1	1.97308156061041212e-1	8.43586423655260265e-1	9.85317828129333440e-1
gene16982	3.31183688290533880e1	-6.97811230847486641e-1	2.64306242994152563e-1	-2.64016174170704243e0	8.28664660190777183e-3	7.56502886529638041e-2
gene16983	6.39458183462827066e1	5.13545109281352274e-2	2.11287723942600231e-1	2.43054873089013551e-1	8.07962924640346691e-1	9.84759973047995896e-1
gene16984	2.41695945529669380e1	-3.94420363399363205e-1	3.33405783150552693e-1	-1.18300396493500171e0	2.36807592272705814e-1	7.50750581681378981e-1
gene16985	7.10198338327679608e2	2.77625863387192910e-2	9.86258596260305570e-2	2.81493985897709187e-1	7.78331570464154465e-1	9.80107352089674255e-1
gene16986	1.61167096029768800e3	7.55304550491448790e-2	1.16726185365361709e-1	6.47073789079364525e-1	5.17584147590689159e-1	9.18025496380815542e-1
gene16987	3.29761636986100712e2	4.12632219336919945e-2	1.19999556720354672e-1	3.43861453003957707e-1	7.30950489922329916e-1	9.72471624804733481e-1
gene16988	1.12453375841046864e3	6.55122067489926352e-2	1.11129301594170476e-1	5.89513348947647953e-1	5.55516913140004509e-1	9.31136505087595490e-1
gene16989	2.26772385977458555e2	2.74907410953019182e-1	1.29299822405380682e-1	2.12612365461052022e0	3.34929616754272991e-2	2.44947241552143369e-1
gene16990	3.70123755993126480e1	1.55336729328023143e-1	3.17407828624044042e-1	4.89391613311506712e-1	6.24564430579823804e-1	9.53275105201780826e-1
gene16991	1.17341911969031845e1	5.19631675855263264e-1	4.99671593001931702e-1	1.03994640306329034e0	2.98364818943978871e-1	8.10337418608698346e-1
gene16992	2.56770551941270408e0	-5.82930442714610711e-2	1.03688226383476789e0	-5.62195403515459713e-2	9.55166831819136974e-1	9.93897460490620999e-1
gene16993	6.52614621371712929e1	7.27016107427646691e-2	2.26337447773084677e-1	3.21208935852505928e-1	7.48052077909046709e-1	9.74247131261374522e-1
gene16994	1.39941244087986234e2	-1.07107508570692136e-1	1.81292057932140566e-1	-5.90800886659820224e-1	5.54653794015149249e-1	9.30886526228716260e-1
gene16995	2.16199249834150287e0	4.35295611083045431e-1	1.15036426073948483e0	3.78398065672890194e-1	7.05134898032820034e-1	9.68323188818420943e-1
gene16996	5.00402283002050723e1	-2.28400953737431661e-1	3.27573479785076838e-1	-6.97251053068420057e-1	4.85645662232062070e-1	9.07537006769078447e-1
gene16997	3.70413266154078087e2	1.25066999383705441e-1	1.07255865928298458e-1	1.16606209181429654e0	2.43589358683247964e-1	7.57567467103378411e-1
gene16998	1.91050499850950679e1	1.17897717299047922e0	4.44507511707679548e-1	2.65232227113814734e0	7.99401986687878728e-3	7.32809668477586718e-2
gene16999	3.28465191795527107e3	-6.82463469651458099e-2	1.18654559365164974e-1	-5.75168348610309077e-1	5.65177399053682694e-1	9.34297009644002086e-1
gene17000	2.85959093388033914e1	1.99661548192417541e-2	3.27438351195701638e-1	6.09768365444415816e-2	9.51377573992908454e-1	9.93897460490620999e-1
gene17001	1.60599203498296248e1	-4.34647094088474018e-1	3.96130450572531712e-1	-1.09723222100263618e0	2.72539909054078322e-1	7.85989700819790471e-1
gene17002	1.19767152871614655e2	-3.37892662520014486e-1	1.47178836310979638e-1	-2.29579653562464969e0	2.16875158067272797e-2	1.74701092365508487e-1
gene17003	2.79231021702504904e2	-1.51265495091605562e0	1.26673444491879977e-1	-1.19413737976709058e1	7.20236650024128157e-33	2.23228556739204492e-31
gene17004	2.54183698251712059e2	1.05325377802769071e-1	1.60172096511985690e-1	6.57576320073250398e-1	5.10810375891206814e-1	9.17801488037306545e-1
gene17005	3.67455271298933006e0	9.15148451527325602e-1	8.73403389135633090e-1	1.04779585574199063e0	2.94732689315849838e-1	8.06619531157386382e-1
gene17006	2.47286292093221221e2	2.26730608908802544e0	1.68596876855360928e-1	1.34480906845809773e1	3.15924762797814551e-41	1.17463891749956088e-39
gene17007	5.14803116690273832e0	-5.29562156418654562e-1	7.04805158475963034e-1	-7.51359648904605715e-1	4.52436219034140885e-1	8.93900419114985634e-1
gene17008	7.86876665018197343e1	2.51072061625715115e0	3.96936949303362763e-1	6.32523785115884962e0	2.52842788163797952e-10	3.79551900191757282e-9
gene17009	4.23199500350353787e2	-1.62222996007592712e0	1.37249690976066624e-1	-1.18195527329734293e1	3.09327011704124851e-32	9.38291935502511947e-31
gene17010	1.25922271017174499e1	-1.69266709901084678e0	5.27382755856847907e-1	-3.20956095020729526e0	1.32937866656464721e-3	1.37199313547213125e-2
gene17011	6.82701112626322538e3	7.72089926962005093e-3	9.99041348765311171e-2	7.72830802164705816e-2	9.38398275774015245e-1	9.93859891770326742e-1
gene17012	2.01101720119140381e1	-2.75393949078712397e-1	4.47397705984825367e-1	-6.15546180489475070e-1	5.38194036703580903e-1	9.24798699332936125e-1
gene17013	4.87767066791166428e1	-1.89749003236838132e-1	2.50215214667607433e-1	-7.58343186639972244e-1	4.48245540216866578e-1	8.92148743731342786e-1
gene17014	5.32926618923823980e1	2.14619132183077321e-1	2.40629299511838313e-1	8.91907729517862236e-1	3.72442395511533852e-1	8.60462350717859259e-1
gene17015	1.82729791515540364e3	2.01168110877656611e-2	1.04184321147930858e-1	1.93088661193097283e-1	8.46889557212517907e-1	9.85898868306747667e-1
gene17016	1.70880039009873002e2	1.51784912169262744e-2	1.33545467533803391e-1	1.13657853742466064e-1	9.09508982744650085e-1	9.93766132701380478e-1
gene17017	5.16098943173703617e1	-4.18014429120259545e-1	2.41128714291346580e-1	-1.73357383150639088e0	8.29937226953505885e-2	4.52318128954856014e-1
gene17018	2.26722124774937583e1	-3.37478210670509871e0	3.82385155311198544e-1	-8.82560962377993263e0	1.08865144082710730e-18	2.21611180431495625e-17
gene17019	1.58159092872020165e3	1.10154678789622252e-2	1.09181475440749798e-1	1.00891363067721673e-1	9.19636645155000543e-1	9.93766132701380478e-1
gene17020	1.94192801843776664e2	1.25242758244576452e-1	1.48869902263952830e-1	8.41289987700237663e-1	4.00185494612960158e-1	8.71614175043346706e-1
gene17021	9.21385583848608576e1	3.79619235481418626e-1	1.93929017301840478e-1	1.95751641896148509e0	5.02867789337232349e-2	3.29334609717440163e-1
gene17022	2.61911798714241286e2	1.12653310202605467e-1	1.15044703018180067e-1	9.79213360086672480e-1	3.27474582253965363e-1	8.32381069589203215e-1
gene17023	3.57548555699492283e1	-2.05858745551530303e-1	2.74151156279341390e-1	-7.50895047627573087e-1	4.52715799942809694e-1	8.93900419114985634e-1
gene17024	3.74479372160928925e0	5.98507303387289857e-1	7.34475388025584319e-1	8.14877275869238304e-1	4.15142553378167245e-1	8.79450981129855869e-1
gene17025	8.71500409141335197e-1	-1.61129423318280884e0	1.71662384980919880e0	-9.38641411373786205e-1	3.47914893511297063e-1	8.45671516600259410e-1
gene17026	1.39474054575909622e3	-1.21895507035769471e-1	9.02182948391916373e-2	-1.35111738980481122e0	1.76657840152334072e-1	6.65774223978038093e-1
gene17027	9.73716356897335231e1	2.06951049813882282e0	2.39335268864322992e-1	8.64690986814822260e0	5.29127281532310207e-18	1.06086293698766705e-16
gene17028	5.88459976003234502e1	9.01208183359525502e-4	2.08367245025233794e-1	4.32509525789615771e-3	9.96549093578203316e-1	9.99357262915514077e-1
gene17029	3.17400389950450858e2	1.09608348490203705e-1	1.40929045352597759e-1	7.77755559302689026e-1	4.36713115858482825e-1	8.88315678365343087e-1
gene17030	2.30973210602999279e3	-1.06633125932049325e-3	1.17208084660098702e-1	-9.09776200517937138e-3	9.92741126322659984e-1	9.98221134634524110e-1
gene17031	1.72548936733671319e1	2.04916800923660603e0	4.88927789437832161e-1	4.19114653227777012e0	2.77548345647544237e-5	3.22522506146350363e-4
gene17032	5.25060593637096417e2	-8.25766583031921214e-2	1.35471494206639564e-1	-6.09550066505024080e-1	5.42159852340596937e-1	9.26963358699426698e-1
gene17033	9.93926311519090722e-1	2.16753918413127167e0	1.58950334468787968e0	1.36365814603359459e0	1.72675190282043117e-1	6.58780999386943122e-1
gene17034	3.73393803842941566e2	-4.86041704722575130e-2	1.20434777749075531e-1	-4.03572550891601600e-1	6.86527056883861286e-1	9.65354753892156636e-1
gene17035	3.10638057315208407e1	-2.04202183937921955e0	2.82842998978437787e-1	-7.21963013669958542e0	5.21291560670562127e-13	8.76693629755580699e-12
gene17036	1.60008490905960876e1	5.75448169913117646e-1	3.80829316425272346e-1	1.51103957887137619e0	1.30778368191902555e-1	5.81370086927598950e-1
gene17037	2.45859970844379161e0	4.41793207582736380e-1	1.04883817332822460e0	4.21221518073485568e-1	6.73593309287132458e-1	9.64295070792875686e-1
gene17038	2.68976282262758730e2	9.58416440858392005e-2	1.39398815495642647e-1	6.87535570119927053e-1	4.91745260084962887e-1	9.10271025413312618e-1
gene17039	2.27904608602033420e2	5.93035646918056575e-2	1.31142039759765405e-1	4.52208649495171977e-1	6.51118644257136836e-1	9.58438392793825700e-1
gene17040	1.69037223566565693e1	-4.73612850580381939e-1	4.06087119764008186e-1	-1.16628385272503943e0	2.43499716245988929e-1	7.57541688907517274e-1
gene17041	2.72262288017491483e3	-1.54492944230328957e-2	1.15608059742795324e-1	-1.33635098257028712e-1	8.93691108347065666e-1	9.92054270381444669e-1
gene17042	5.03048096498974360e2	-2.12984786687716310e-1	1.14102332738068954e-1	-1.86661202778947510e0	6.19557820021791467e-2	3.76552845233738387e-1
gene17043	5.73829209429807861e2	2.86344290739861540e0	1.56296379628511117e-1	1.83205965116051530e1	5.66880864842796983e-75	4.76682225968443057e-73
gene17044	3.90374784562355220e-2	5.55268722133316142e-2	3.05338185572365317e0	1.81853678436075354e-2	9.85490936186641520e-1	9.97196634454799447e-1
gene17045	1.01110640459224452e1	-1.01220205349981862e0	5.29726944213204654e-1	-1.91079963848776235e0	5.60303295950311253e-2	3.53878217963699115e-1
gene17046	1.51104728922031359e3	3.41860513463310631e-2	1.02970085249498661e-1	3.31999835325935189e-1	7.39889396095935070e-1	9.72962281455776123e-1
gene17047	3.02824248145581052e1	-3.36602643728272088e-1	3.19387211788099146e-1	-1.05390144409286712e0	2.91928058863927031e-1	8.04698118678120133e-1
gene17048	1.00523027837455913e3	-1.05878015266599818e-1	1.15783297187177961e-1	-9.14449819954902154e-1	3.60480540984371101e-1	8.52603936594747425e-1
gene17049	1.91975971541082053e1	-1.22844414560875737e0	4.21330960587116221e-1	-2.91562752449272944e0	3.54974011843085151e-3	3.48143557186065128e-2
gene17050	2.45402693545670409e1	-1.46302783841559397e-1	3.60648551868791689e-1	-4.05665801466426335e-1	6.84988155407693422e-1	9.65354753892156636e-1
gene17051	3.21131513608097308e1	-5.09065305972163262e-1	3.06896014246667403e-1	-1.65875502561268995e0	9.71651631594435961e-2	4.93477200969559493e-1
gene17052	7.73523895945070944e3	-4.36363253817556584e-2	7.82291586553445356e-2	-5.57801287036780225e-1	5.76980035851696993e-1	9.39894599008168186e-1
gene17053	9.78526688702594516e-2	7.09100026381890070e-1	3.05294492725221644e0	2.32267546018300131e-1	8.16330252845796966e-1	9.84759973047995896e-1
gene17054	2.82018687283172564e0	-1.01868032105073003e0	8.93144094192610538e-1	-1.14055540161366942e0	2.54055002732945123e-1	7.68310209313437631e-1
gene17055	3.76648090771539579e0	5.31709762931505914e0	2.60250855161024663e0	2.04306634305782353e0	4.10458673269146340e-2	2.85640843262804978e-1
gene17056	3.11506189645534590e1	3.31322428353068230e-2	3.81940047503038893e-1	8.67472344204575918e-2	9.30872362703973555e-1	9.93766132701380478e-1
gene17057	6.41456604688357061e2	1.29597972112113404e-2	1.48381558457367613e-1	8.73410236820965635e-2	9.30400379364909269e-1	9.93766132701380478e-1
gene17058	2.81533019300229892e0	-1.70688619718654921e0	1.10783041736734655e0	-1.54074682408775310e0	1.23378415806037284e-1	5.64983558961056231e-1
gene17059	9.02176604195821685e-1	-2.93623612343074258e0	2.99277139121475111e0	-9.81109393136419539e-1	3.26538812512126408e-1	8.32172889329177434e-1
gene17060	1.36186270162993351e4	1.11538564135178667e-1	1.05148279809583467e-1	1.06077402632898599e0	2.88792626142332143e-1	8.01580535708988462e-1
gene17061	5.73017407033675141e1	1.29281313543038556e0	2.74797123350157158e-1	4.70460942119482350e0	2.54352426865320706e-6	3.15431830429307807e-5
gene17062	2.32578342608717236e2	-1.39823230271838017e-1	1.51016827082760957e-1	-9.25878479722073822e-1	3.54509144777745588e-1	8.50478629128069596e-1
gene17063	9.39712715434185064e0	-2.97514944608764154e-1	5.48890380861629001e-1	-5.42029802274427763e-1	5.87797927993542468e-1	9.42883129212100379e-1
gene17064	1.19667998903370702e2	2.51475381580432977e-1	2.01782563763443223e-1	1.24626913688759733e0	2.12665618220329700e-1	7.19072464457575555e-1
gene17065	1.18721828387127282e0	1.27457320679450836e0	1.48087534637794604e0	8.60689057935882684e-1	3.89409320705188577e-1	8.67293065750302072e-1
gene17066	9.91136191022274033e3	2.25560071727447831e0	9.66893936582937930e-2	2.33283158776019306e1	2.28819168031187139e-120	6.00018052591253717e-118
gene17067	1.07266064921656934e2	1.18823250715526879e-1	1.81163790995343771e-1	6.55888519790253421e-1	5.11895816143524529e-1	9.17827507370397311e-1
gene17068	3.09306923390643306e2	-5.24279380622845737e-2	1.20554872409008140e-1	-4.34888586538514976e-1	6.63643271324266482e-1	9.61306106136562866e-1
gene17069	3.49515752099622432e1	3.22095415345950487e-1	2.96603681251964735e-1	1.08594544068497445e0	2.77503148914604203e-1	7.89610626494779755e-1
gene17070	1.62468168048210714e2	-1.62004379287824352e-1	2.00286612358771210e-1	-8.08862746141153388e-1	4.18594089939055003e-1	8.81544834528557253e-1
gene17071	9.94498230519581170e2	-2.28185332395065221e-1	1.05310760837773326e-1	-2.16678077890420751e0	3.02515709321122574e-2	2.26415546792414102e-1
gene17072	1.80970041926063175e2	-2.27858710004198439e-2	1.47228729051231078e-1	-1.54765113760447270e-1	8.77006494241974299e-1	9.90749568512696466e-1
gene17073	2.56639255303439995e2	1.13414675661231035e-1	1.67592777722257308e-1	6.76727703918048373e-1	4.98578699983668661e-1	9.14343877056642329e-1
gene17074	8.70294754784661819e1	-3.93896217173611771e-2	2.14884904565514540e-1	-1.83305671457028724e-1	8.54558204174172609e-1	9.86685586232846190e-1
gene17075	3.50199259288486076e2	2.41205649342707378e-2	1.30337873325452547e-1	1.85061826764979453e-1	8.53180562752880900e-1	9.86685586232846190e-1
gene17076	9.79548163484296630e0	-3.06537581651173174e-1	5.17467928207368866e-1	-5.92379865382366422e-1	5.53596199342560547e-1	9.30738360544601684e-1
gene17077	2.21028743584297126e3	-1.85869219282801465e-2	1.33253916696324026e-1	-1.39484995181330312e-1	8.89066897530531142e-1	9.91598566066091647e-1
gene17078	7.37208410288692733e1	-7.93315062250460334e-2	1.96337372809851557e-1	-4.04057083425868491e-1	6.86170725718196040e-1	9.65354753892156636e-1
gene17079	9.24362465102594122e0	2.72596025637363737e-1	5.26766051052811934e-1	5.17489737792601434e-1	6.04814285021932241e-1	9.49742745766717800e-1
gene17080	8.76648058265002561e0	8.01514815343537745e-1	5.01666456587357423e-1	1.59770461991007440e0	1.10108728277125825e-1	5.31101746532832375e-1
gene17081	6.83276961376046046e1	2.45016782764224761e0	4.34604917259389989e-1	5.63769007284353219e0	1.72346317834406881e-8	2.37202332052617047e-7
gene17082	1.14861989391271877e2	-2.04510714201828342e-2	1.98440667510634494e-1	-1.03058872340705349e-1	9.17916194227064719e-1	9.93766132701380478e-1
gene17083	6.86350541477719034e0	-2.15803079592684766e0	6.01452608069441341e-1	-3.58803132112728340e0	3.33184301061573444e-4	3.63240149663900244e-3
gene17084	2.08709545712021367e2	-4.57959193534269050e-3	1.61185237834200773e-1	-2.84119811272876971e-2	9.77333506677847907e-1	9.96006070862986759e-1
gene17085	0	NA	NA	NA	NA	NA
gene17086	4.05057436938488900e3	7.80471527503206253e-1	1.15090694332266305e-1	6.78136083921770982e0	1.19049104742499934e-11	1.89802368673062495e-10
gene17087	5.04621739449286579e1	7.11812048540054615e-2	2.34525558374479248e-1	3.03511503596323173e-1	7.61500105685537276e-1	9.77081639986450368e-1
gene17088	1.20364624287108725e2	-1.99191531595617710e0	1.54401198127586486e-1	-1.29009058227009099e1	4.44837340604579210e-38	1.54714892860535063e-36
gene17089	7.07097055065197253e1	-3.28297688501302920e0	2.82868575318982574e-1	-1.16060148473930429e1	3.84103503917056053e-31	1.13572681447522399e-29
gene17090	1.17111031755480681e1	2.86738237884318903e-2	5.47545894594986038e-1	5.23678911146646733e-2	9.58235475450257002e-1	9.93910177635301206e-1
gene17091	6.69880568397373999e0	-9.53762186321414518e-1	5.90842188824483139e-1	-1.61424184725024977e0	1.06474976054932127e-1	5.20338351593610193e-1
gene17092	1.59484009033515370e1	4.76426883099531462e-1	4.34762065586366708e-1	1.09583360833694443e0	2.73151615507151779e-1	7.86084988511484117e-1
gene17093	6.80907109170042020e1	7.25672878493830859e-2	2.24149923267649709e-1	3.23744424229550021e-1	7.46131550972428448e-1	9.74165073331336839e-1
gene17094	4.04205231363460840e1	1.12589604741464844e-1	3.05289500154216964e-1	3.68796190778229283e-1	7.12279641332705826e-1	9.69168137181581124e-1
gene17095	2.66740442250919898e2	-3.48304190371303835e-2	1.30982347742685107e-1	-2.65916893668410648e-1	7.90303247621481297e-1	9.82398807607332669e-1
gene17096	1.09174106785214420e2	2.10827232217025679e-1	1.85830986327556957e-1	1.13451064530975931e0	2.56580428364502733e-1	7.71866480986726389e-1
gene17097	8.52322901272745170e0	5.76356247678703970e-1	5.84014519654128983e-1	9.86886846614771662e-1	3.23698127229415267e-1	8.30684184606029441e-1
gene17098	1.41686832593666896e1	5.23447107108574866e-2	4.61772425610328885e-1	1.13356077166524183e-1	9.09748219180026796e-1	9.93766132701380478e-1
gene17099	1.14203663129158031e3	-1.18752917770472907e-1	1.04719222516739957e-1	-1.13401259975444879e0	2.56789280292613331e-1	7.72227790395577318e-1
gene17100	1.64987303280285829e2	-1.01869854027773557e-1	1.70050440032101541e-1	-5.99056691700079691e-1	5.49135034194583760e-1	9.29718129000412841e-1
gene17101	1.35457863998037666e1	-1.74904788013956813e-1	3.91008906867770789e-1	-4.47316633820582288e-1	6.54646426632150669e-1	9.59049876057824324e-1
gene17102	1.87381305930049216e1	2.35430263157951597e-1	4.09828271909604969e-1	5.74460766361867825e-1	5.65655994935230555e-1	9.34820649089905364e-1
gene17103	9.20150730658006744e0	2.47065107634862974e-1	5.64770112516701062e-1	4.37461370846809694e-1	6.61776755948461748e-1	9.60586798774127892e-1
gene17104	4.83494299765619129e0	9.59991804606121435e-1	8.57790219796228048e-1	1.11914519710212113e0	2.63078218334313996e-1	7.76858682717358362e-1
gene17105	1.48059845448716828e2	2.48489445064188713e-1	1.63152397023326845e-1	1.52305114480580217e0	1.27745910783058192e-1	5.76137099252431173e-1
gene17106	2.38269887887592233e1	2.88488332523050506e-1	3.15748608509793416e-1	9.13664620359213919e-1	3.60893106927833163e-1	8.52868341985626444e-1
gene17107	9.08736538010209705e-1	1.93110311653110411e0	1.73730506989804123e0	1.11155095900597156e0	2.66331285837546727e-1	7.80087624258740342e-1
gene17108	6.02505335423836550e3	-1.41926513329556862e-2	1.18816621817862747e-1	-1.19450049292867372e-1	9.04918776539428649e-1	9.93109339332720387e-1
gene17109	7.80376465629837135e0	1.72225285043872856e-1	5.78192752418679068e-1	2.97868287562279344e-1	7.65803718214291718e-1	9.78362831395564347e-1
gene17110	3.12262574609942369e1	-3.50722407132711272e-2	3.60086699008023758e-1	-9.73994341081996506e-2	9.22409136399332197e-1	9.93766132701380478e-1
gene17111	5.52821443842315219e0	-1.39692619383996519e-1	7.26803537729899030e-1	-1.92201347588803723e-1	8.47584514539950540e-1	9.85898868306747667e-1
gene17112	6.83118087287236975e0	2.09658691738772024e-1	6.50715700381019557e-1	3.22197069497491273e-1	7.47303421104112964e-1	9.74210789030086399e-1
gene17113	1.22950528673587701e3	-2.83568179394716935e-3	1.09981086191840688e-1	-2.57833586858823328e-2	9.79430078311447683e-1	9.96006070862986759e-1
gene17114	2.38142770992983651e3	-2.03837194420189091e-2	9.58938255067454948e-2	-2.12565504966584634e-1	8.31665911263750557e-1	9.84759973047995896e-1
gene17115	1.29733118627725730e3	-4.35842055293344383e-2	1.17101606965890573e-1	-3.72191352950687282e-1	7.09750379452698588e-1	9.69057012364529236e-1
gene17116	3.08797546700238996e1	4.03639163730972528e-1	2.84328642560245870e-1	1.41962188577412207e0	1.55717795271869880e-1	6.30752020726238816e-1
gene17117	4.43096950397292858e2	-8.20311203677775852e-2	1.41794130763457815e-1	-5.78522678802711576e-1	5.62911243039103226e-1	9.33983772306341997e-1
gene17118	2.43121438660115217e2	-1.10358757142143687e-2	1.17153281772191059e-1	-9.42003121660223153e-2	9.24949976006285479e-1	9.93766132701380478e-1
gene17119	1.93429584456692938e0	1.39190343087636625e0	1.46891590897659463e0	9.47571894599546050e-1	3.43347450606641569e-1	8.42369979458298612e-1
gene17120	6.95225771740195569e2	-1.31556445707537967e-1	9.99674295695271303e-2	-1.31599308168707818e0	1.88176374963042209e-1	6.83522486552490816e-1
gene17121	1.19198729036385966e1	2.65106795567184861e-2	4.67429398449610289e-1	5.67159011492435750e-2	9.54771424119343015e-1	9.93897460490620999e-1
gene17122	1.44214957597516513e3	-2.28778891294357592e-2	1.31096011638832832e-1	-1.74512472526349133e-1	8.61462743687069099e-1	9.87462907534002898e-1
gene17123	4.30872378770278104e1	-1.79952592669126062e-2	3.07981911744972747e-1	-5.84295979103271051e-2	9.53406356434186919e-1	9.93897460490620999e-1
gene17124	5.64741620824457914e3	1.68722794227097045e-2	8.96264917816794182e-2	1.88251030329389418e-1	8.50679893320433034e-1	9.86512492261086837e-1
gene17125	1.29551539601345212e2	1.02151666223235391e-1	1.64526906529202571e-1	6.20881218629756759e-1	5.34677735338006332e-1	9.22519610913523858e-1
gene17126	4.97539078950161553e1	9.16791821346874675e-2	2.74503232668347918e-1	3.33982158401221252e-1	7.38393033881758698e-1	9.72962281455776123e-1
