gene	normal_1	normal_2	normal_3	normal_4	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8	tumor_9	tumor_10	tumor_11	tumor_12
gene12095	95	69	84	129	41	132	125	263	102	112	78	200	144	33	98	76
gene12096	1	0	0	0	3	0	6	3	2	2	1	3	0	1	1	1
gene12097	27	14	41	14	20	15	23	116	48	18	30	43	52	25	38	31
gene12098	6172	2643	12817	4174	5098	6251	4983	9167	5109	9459	7005	14851	10896	1683	6684	4964
gene12099	39	7	24	6	9	11	12	27	15	20	16	52	25	8	14	9
gene12100	9	0	31	2	10	5	1	11	10	5	4	26	3	2	5	4
gene12101	2	2	7	2	2	2	4	17	0	3	13	12	1	0	5	2
gene12102	2142	1317	3435	2444	1524	2289	3885	6843	2653	3532	2467	5811	5353	1255	2118	2545
gene12103	16	6	42	28	19	15	21	46	26	38	14	24	15	5	25	21
gene12104	2	0	0	3	0	0	0	0	0	0	5	0	1	0	3	0
gene12105	12532	5820	20417	9241	9740	15271	13831	30527	14368	21225	13852	27165	29606	6286	11662	10462
gene12106	51	30	93	35	39	77	101	274	122	90	86	92	174	30	62	51
gene12107	453	170	595	435	295	393	462	948	564	598	431	1178	925	184	286	375
gene12108	538	312	1336	481	337	554	736	1394	507	942	509	1020	1199	263	630	512
gene12109	70	55	182	111	81	144	191	304	123	170	133	287	205	40	129	124
gene12110	99	109	188	102	64	85	164	216	216	159	115	254	250	75	126	159
gene12111	133	83	356	147	91	182	176	249	175	210	137	411	379	55	111	88
gene12112	212	92	288	263	503	567	701	2404	811	977	606	1017	837	274	512	505
gene12113	57	21	124	43	34	64	45	72	86	35	51	93	118	16	54	38
gene12114	240	175	575	373	306	280	527	918	378	532	287	584	1066	168	313	274
gene12115	10	0	10	12	7	16	6	3	20	17	11	9	13	7	5	5
gene12116	82	28	73	25	131	199	336	459	199	203	292	604	449	78	256	151
gene12117	10	2	12	4	10	1	2	46	9	1	7	19	7	2	11	9
gene12118	12	9	39	17	15	6	33	43	31	18	36	69	25	7	4	27
gene12119	94	36	230	63	65	74	95	142	89	116	104	161	145	29	42	71
gene12120	1	0	1	5	0	0	14	6	12	26	7	4	1	1	14	9
gene12121	2	1	8	8	8	14	1	44	14	15	15	13	20	2	7	10
gene12122	112898	51757	170925	78460	87170	138353	180583	244433	145037	170651	117069	258690	186689	44079	129302	113222
gene12123	29	22	51	48	20	57	17	63	31	39	38	78	62	3	72	30
gene12124	450	244	906	534	390	806	730	1120	742	647	483	1173	1237	281	496	576
gene12125	82	20	85	55	38	49	40	61	41	75	34	182	116	12	71	87
gene12126	7	4	16	15	9	18	11	13	20	4	7	41	21	1	10	3
gene12127	1935	1037	4376	2714	1553	2517	2710	5393	2748	3916	2368	4751	4332	963	2264	2038
gene12128	13	15	63	11	10	14	30	20	11	36	17	52	41	7	11	12
gene12129	792	586	1622	1328	803	1352	1319	2425	1084	2034	1570	3002	2368	389	1113	931
gene12130	13	3	8	3	8	9	19	31	9	1	14	17	17	6	21	10
gene12131	4	6	19	11	14	25	22	19	7	11	19	28	14	13	10	19
gene12132	74	34	244	69	91	176	289	529	225	323	298	408	529	117	189	255
gene12133	39	37	72	29	56	49	71	111	45	54	53	145	79	33	92	51
gene12134	47	16	82	30	25	46	132	138	66	91	35	122	131	14	29	62
gene12135	11	6	49	26	12	34	35	49	29	13	11	53	49	19	17	19
gene12136	7	12	22	22	18	19	25	41	20	56	24	39	29	7	22	23
gene12137	1084	438	2392	1062	873	1291	1636	2645	1702	1891	1293	2676	2588	582	1037	1041
gene12138	3084	1281	6197	3380	2736	3392	4798	10329	5550	6847	3500	8261	9094	1947	3674	4131
gene12139	5	0	9	3	3	2	3	2	8	2	2	31	9	3	1	11
gene12140	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
gene12141	201	159	434	234	230	400	366	565	574	533	386	938	757	136	356	296
gene12142	17	3	11	5	0	13	7	6	2	12	12	9	0	4	14	12
gene12143	768	374	1493	700	447	842	994	1461	1013	1107	777	2109	1681	424	589	502
gene12144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene12145	286	105	396	277	161	423	488	563	265	452	292	699	593	98	296	282
gene12146	136	39	171	90	88	160	131	321	150	143	119	191	234	31	91	102
gene12147	98	31	172	69	50	149	156	171	153	174	97	283	196	70	93	116
gene12148	394	135	706	302	1146	2574	2787	4304	1950	2762	1685	4083	3627	760	2005	1764
gene12149	380	156	752	266	362	477	614	960	469	688	507	994	815	183	449	417
gene12150	4	0	18	0	2	0	0	5	4	4	4	9	3	1	2	3
gene12151	6	5	33	5	6	11	13	18	17	15	12	17	12	0	0	19
gene12152	841	402	2314	627	727	875	995	1814	1341	1106	1062	2359	1769	416	820	927
gene12153	0	2	5	0	0	10	11	0	0	0	1	0	0	0	0	0
gene12154	52	32	132	35	41	81	152	158	73	86	81	320	187	13	52	46
gene12155	1063	364	2203	815	929	916	1369	2305	1028	1346	1306	2125	2283	489	748	889
gene12156	34	23	25	28	21	52	29	47	47	62	46	78	59	12	28	64
gene12157	30	27	83	57	63	91	89	232	84	77	67	180	126	32	39	72
gene12158	566	312	998	544	519	580	835	1702	607	884	628	1248	1083	314	517	378
gene12159	0	1	4	4	0	0	1	1	0	0	1	0	0	0	2	2
gene12160	144	97	181	190	105	173	309	267	175	272	193	291	278	80	190	116
gene12161	246	154	489	224	240	325	422	581	408	293	302	614	494	122	324	265
gene12162	9	5	2	20	11	6	16	22	11	6	8	34	11	8	3	4
gene12163	23	4	21	21	5	19	34	65	31	45	15	45	27	5	11	25
gene12164	1	3	15	3	1	21	12	2	1	12	0	6	3	1	2	0
gene12165	139	65	208	126	108	154	212	285	99	219	88	302	256	30	133	153
gene12166	208	119	430	193	231	204	252	669	222	406	291	662	548	103	213	239
gene12167	553	157	1029	385	385	638	817	1604	565	837	650	1784	843	197	587	539
gene12168	61	28	143	34	50	72	104	149	99	123	71	180	165	37	42	51
gene12169	82	25	76	31	34	59	60	74	54	84	79	149	121	29	41	30
gene12170	18	10	41	33	22	13	21	36	24	18	43	55	59	7	16	20
gene12171	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
gene12172	47	21	132	46	136	61	271	205	147	174	167	305	202	37	114	106
gene12173	146	40	258	115	57	31	69	83	61	81	52	100	58	23	50	40
gene12174	251	130	465	276	29	20	48	83	49	46	39	73	81	13	32	21
gene12175	51	23	187	76	66	68	63	281	103	102	109	141	162	31	62	61
gene12176	84	52	201	127	61	132	190	163	134	123	83	407	191	77	97	93
gene12177	19	4	31	6	12	12	28	51	11	32	10	23	63	10	4	10
gene12178	7	6	7	9	1	3	18	29	15	3	3	5	10	1	16	1
gene12179	30	19	88	32	30	51	51	169	54	67	63	102	68	26	46	62
gene12180	409	295	864	401	437	469	667	1011	680	921	509	1263	904	237	384	417
gene12181	153	136	438	205	31	36	67	145	59	106	32	117	91	20	45	50
gene12182	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene12183	9	5	11	6	6	3	5	10	29	8	5	6	20	1	9	4
gene12184	25	20	71	33	51	20	31	29	39	45	59	66	98	6	33	13
gene12185	12	7	31	15	5	19	4	27	49	30	4	15	22	4	23	23
gene12186	0	3	1	1	0	1	2	12	2	2	1	1	6	1	5	0
gene12187	12	11	49	30	28	46	40	46	63	34	12	26	75	10	42	15
gene12188	32	8	43	30	15	23	30	114	61	61	11	92	41	14	19	35
gene12189	73	34	233	50	224	365	537	938	316	329	377	815	983	113	251	376
gene12190	120	66	165	95	100	124	245	170	125	167	122	290	197	49	157	149
gene12191	311	80	742	196	34	47	87	108	51	78	71	155	89	22	52	66
gene12192	11581	6963	30848	12408	11732	18575	24705	32227	17878	17519	14133	35677	24833	7908	16650	10467
gene12193	10	0	15	7	6	12	3	19	18	2	3	8	8	5	1	0
gene12194	92	60	153	59	58	79	112	195	107	181	63	191	129	39	96	46
gene12195	82	14	109	64	37	56	63	145	71	88	103	162	145	21	56	70
gene12196	104	25	114	48	72	37	47	156	90	64	99	218	156	17	62	48
gene12197	100	16	97	105	57	117	171	254	121	139	115	272	189	56	94	72
gene12198	3945	2585	10082	4234	3471	6301	7568	11933	4549	8818	4886	10498	8085	1801	4537	5859
gene12199	2	0	4	1	1	2	6	0	0	0	2	3	11	1	0	0
gene12200	138	55	131	99	76	97	137	229	101	187	120	382	227	47	56	105
gene12201	26	14	62	25	47	42	75	89	124	103	59	206	84	23	65	118
gene12202	7832	3788	15608	7364	6411	6681	9324	22341	14579	11056	12121	20890	19037	3510	5979	9014
gene12203	18	4	16	13	4	9	10	26	35	9	19	61	44	15	12	3
gene12204	11	5	22	13	13	21	15	22	12	15	19	42	43	6	6	25
gene12205	0	2	1	3	1	2	2	8	1	2	2	12	0	2	2	17
gene12206	0	2	0	0	0	0	1	1	0	2	1	0	0	0	0	0
gene12207	62	15	47	23	21	33	46	16	43	17	18	73	59	8	68	50
gene12208	46	30	150	53	53	61	89	79	124	91	64	123	117	18	64	65
gene12209	7	9	39	19	3	1	21	51	3	7	20	52	17	2	7	7
gene12210	195	129	415	163	144	210	226	541	193	314	277	407	360	58	195	132
gene12211	0	0	4	4	3	17	1	25	0	25	3	17	3	4	0	5
gene12212	913	474	2037	1074	760	1104	999	2583	1168	1732	1210	2804	2737	404	914	859
gene12213	16	1	10	0	1	3	7	7	7	8	6	13	12	6	2	9
gene12214	32	15	116	33	15	31	36	93	52	60	27	17	77	20	39	36
gene12215	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	0
gene12216	4819	2643	8733	4027	3885	6870	7860	11321	8473	9366	4727	12140	9405	1873	5504	4025
gene12217	490	277	1244	392	393	580	472	1207	600	737	674	1433	1267	247	419	464
gene12218	35	29	29	12	20	13	30	82	43	55	39	79	21	17	15	31
gene12219	176	68	487	202	125	227	339	481	302	398	235	491	547	95	228	220
gene12220	22	13	128	58	38	88	66	256	98	130	126	158	293	54	92	51
gene12221	40	43	99	54	42	73	63	115	84	82	69	137	135	34	95	27
gene12222	65	21	83	45	71	58	46	139	132	129	77	140	177	25	63	86
gene12223	0	2	13	12	23	31	65	196	26	26	12	64	8	26	123	23
gene12224	4	0	2	3	0	7	0	2	0	0	1	0	4	0	0	2
gene12225	4	7	61	10	19	16	6	12	30	34	38	35	19	10	9	19
gene12226	1766	797	2843	1419	1006	1451	2170	2943	1944	2862	1762	3961	3191	807	1688	1702
gene12227	563	235	809	395	276	512	603	990	643	798	427	1061	1071	234	387	446
gene12228	2103	831	3451	1592	1617	1682	2829	5656	2883	2928	2608	4219	4547	662	1983	1667
gene12229	16	3	42	11	19	32	24	47	16	15	11	28	29	21	4	29
gene12230	20	9	9	6	1	23	13	23	12	3	18	23	12	4	27	4
gene12231	170	36	181	70	81	79	115	352	121	227	147	200	202	44	116	134
gene12232	2	3	1	2	6	0	0	24	9	20	12	3	3	2	4	12
gene12233	356	234	894	449	397	502	666	1422	710	1145	732	1086	1504	352	568	594
gene12234	0	0	0	1	0	1	2	4	0	1	0	0	0	0	4	0
gene12235	1025	398	2144	823	369	580	686	924	529	937	744	1754	972	190	603	469
gene12236	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0
gene12237	2	2	23	12	12	14	12	1	5	14	10	11	17	3	20	18
gene12238	44	9	39	27	38	23	91	133	23	56	70	113	78	10	27	26
gene12239	237	157	458	265	21	31	44	76	37	48	48	71	86	15	40	29
gene12240	1080	474	1734	840	1116	1686	1537	2460	1440	2207	1463	2868	2324	481	1303	928
gene12241	2	1	25	10	2	0	0	0	0	0	0	0	4	0	0	1
gene12242	1	0	19	4	2	2	10	13	0	2	0	8	5	0	0	2
gene12243	82	24	104	58	28	40	63	154	70	64	96	168	61	40	26	52
gene12244	541	383	1620	752	861	1328	1634	2128	1401	1678	2033	2047	2941	624	1184	1261
gene12245	19	10	3	26	19	6	10	17	37	13	19	6	17	5	23	13
gene12246	155	42	186	116	98	172	186	382	191	112	171	237	249	64	90	215
gene12247	0	0	7	0	0	0	1	2	0	0	0	0	0	0	0	0
gene12248	11	5	1	2	2	1	10	8	13	17	4	0	12	1	12	0
gene12249	986	427	1840	789	727	1223	1229	2086	1507	1668	1114	2404	1777	435	848	953
gene12250	1589	673	3328	1468	1408	1591	2116	3412	2350	2569	2240	4238	3736	685	1443	1753
gene12251	92	23	130	65	43	117	132	235	103	144	125	220	271	39	62	70
gene12252	208	66	326	295	179	273	320	351	217	288	123	441	482	91	158	129
gene12253	255	109	465	233	239	230	348	597	360	456	281	732	451	141	134	292
gene12254	6560	3893	17366	5675	3740	7621	9832	12517	10681	11865	7372	18277	17626	3731	6465	6487
gene12255	973	392	2122	955	234	303	434	780	477	536	328	589	813	196	338	259
gene12256	30	18	82	26	31	43	36	95	80	38	68	106	57	19	43	33
gene12257	9	3	2	0	3	6	5	3	0	6	3	8	0	1	4	0
gene12258	2	2	0	2	23	3	27	51	47	41	5	12	15	4	13	2
gene12259	577	269	1426	801	592	753	955	1490	878	1162	844	1644	1398	461	538	691
gene12260	153	57	263	75	129	229	198	241	120	159	109	353	234	57	119	169
gene12261	1	10	15	0	4	7	10	17	13	17	5	28	31	1	4	9
gene12262	0	2	18	0	0	0	1	8	0	0	1	3	0	0	0	0
gene12263	32	35	30	33	14	65	49	70	60	48	54	104	68	15	37	32
gene12264	0	1	2	2	6	1	1	1	0	19	1	0	30	0	0	1
gene12265	8	2	30	15	8	11	3	32	67	17	16	18	29	6	40	22
gene12266	82	18	47	21	33	61	82	144	72	87	41	138	128	40	50	30
gene12267	65	51	285	85	120	89	207	297	107	153	116	279	275	70	98	97
gene12268	14	12	43	20	16	34	46	37	60	34	23	63	32	10	25	14
gene12269	97	32	112	62	16	12	10	26	10	18	13	33	35	6	11	18
gene12270	127	82	323	119	134	88	149	284	187	157	149	222	291	38	114	136
gene12271	8588	4213	11913	4487	6001	7732	10207	16562	9402	15800	7061	18891	17630	3710	6697	7967
gene12272	252	97	355	228	751	1417	2018	3643	1250	2514	1581	3687	3249	491	1355	1812
gene12273	549	335	1281	509	254	256	627	757	496	405	387	743	556	118	341	308
gene12274	1423	717	2656	1079	884	1070	1783	3219	1672	1979	1485	3509	2902	913	941	1339
gene12275	7	5	6	4	1	4	8	1	1	13	3	13	8	4	28	0
gene12276	392	141	720	287	231	445	531	851	620	581	511	1040	733	161	384	421
gene12277	441	282	1093	479	556	534	1066	1525	673	975	435	1228	1293	420	640	590
gene12278	224	109	469	182	100	315	271	352	313	337	123	647	453	83	239	164
gene12279	86	65	75	83	68	82	168	184	70	190	129	117	203	36	88	65
gene12280	0	0	0	3	0	1	0	4	1	10	0	0	0	0	2	0
gene12281	60	26	76	35	44	66	119	122	81	90	76	154	68	15	97	32
gene12282	41	50	161	70	63	109	114	205	88	255	134	203	145	50	52	83
gene12283	308	313	748	408	340	575	687	971	610	845	413	966	865	273	474	428
gene12284	22	14	66	58	22	46	55	91	76	118	42	88	98	20	69	44
gene12285	613	212	721	466	370	483	452	1289	758	738	510	1017	892	195	473	490
gene12286	27	27	105	54	33	37	100	129	46	54	57	107	88	14	27	33
gene12287	3	3	16	3	4	18	6	23	6	29	11	15	61	4	7	17
gene12288	3	0	0	9	0	3	1	10	6	0	0	10	3	1	0	0
gene12289	51	20	70	57	173	152	330	404	169	278	144	222	228	109	179	120
gene12290	1106	541	2415	1032	224	269	374	581	380	396	319	564	522	93	264	190
gene12291	89	23	157	85	28	71	85	161	70	132	86	195	40	13	61	60
gene12292	213	84	384	148	109	293	179	473	292	272	164	539	477	78	226	156
gene12293	63	28	90	77	26	101	62	121	53	104	35	105	93	16	45	98
gene12294	13	37	82	26	10	69	53	101	63	47	78	70	81	20	34	25
gene12295	0	0	3	0	6	5	2	12	0	6	3	1	6	0	2	0
gene12296	42	6	54	16	11	20	53	71	30	33	27	78	10	4	27	22
gene12297	18	8	21	12	15	31	12	67	38	44	20	35	38	20	20	19
gene12298	39	2	21	21	8	38	30	73	34	13	9	31	49	3	11	18
gene12299	21	20	43	34	34	44	62	25	42	72	53	45	63	10	28	56
gene12300	6	2	7	2	5	4	4	0	16	10	2	8	16	1	1	3
gene12301	26	19	73	15	3	10	15	53	9	29	7	10	19	14	17	17
gene12302	348	235	776	367	354	622	687	1196	569	661	445	1173	841	212	516	337
gene12303	85	30	120	46	74	65	130	239	76	71	68	192	129	30	42	87
gene12304	8	0	25	0	1	0	3	5	10	9	1	2	10	3	4	4
gene12305	82	61	154	75	61	118	167	288	100	141	137	207	283	50	102	125
gene12306	2250	911	3942	1969	483	754	731	1078	1083	1052	709	1474	1780	320	670	714
gene12307	674	243	917	517	447	791	896	1281	695	650	603	1307	1047	221	384	504
gene12308	48	36	147	72	53	48	43	64	71	73	81	97	79	39	44	30
gene12309	39	23	167	104	58	91	226	399	183	385	75	368	317	57	147	101
gene12310	3	2	11	3	4	1	13	21	4	4	2	24	25	0	10	0
gene12311	63	21	48	52	42	60	83	199	118	74	60	95	180	27	50	40
gene12312	6	3	3	15	4	1	3	7	4	0	1	6	0	1	0	4
gene12313	136	33	148	47	74	163	221	418	185	323	201	576	380	143	260	149
gene12314	28	13	76	6	33	42	65	112	71	68	35	132	88	9	93	53
gene12315	21	14	65	22	5	32	25	77	43	67	16	82	40	3	22	10
gene12316	1	6	0	7	1	2	6	4	3	8	5	0	1	0	5	2
gene12317	313	129	552	266	210	286	333	816	405	421	260	440	697	141	290	271
gene12318	121	75	313	201	89	277	298	363	278	268	286	462	429	81	198	146
gene12319	0	2	0	1	0	5	1	25	5	5	4	2	3	1	10	1
gene12320	2	2	5	8	14	40	9	30	19	5	6	23	3	0	23	5
gene12321	1094	480	1694	823	742	881	1382	2119	1218	2119	971	3060	1954	583	1021	913
gene12322	9	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0
gene12323	1746	920	3579	1909	1093	1933	3054	4177	2256	3327	2462	3901	3574	802	1685	1339
gene12324	126	64	189	141	118	134	236	316	162	176	176	423	285	97	124	234
gene12325	4234	1829	5865	3328	3593	4712	6491	11654	6253	5130	5500	11015	10591	1991	3991	3135
gene12326	133	148	362	119	146	236	291	493	403	251	305	560	429	72	153	174
gene12327	62	33	178	79	42	80	133	205	89	119	79	186	180	36	84	59
gene12328	10	6	9	1	0	7	1	9	1	4	4	4	1	0	2	5
gene12329	29	37	86	36	48	39	79	58	70	51	28	107	82	12	28	35
gene12330	22	7	72	23	23	25	22	39	45	61	39	50	85	9	22	17
gene12331	2901	1814	6217	3477	2723	4677	6225	9531	4792	6442	3724	9667	8114	1776	4020	3712
gene12332	1	0	5	1	7	1	14	20	5	8	3	8	10	0	0	4
gene12333	4	3	17	4	6	15	8	2	3	13	4	1	9	0	4	2
gene12334	40	11	27	9	8	16	22	38	16	40	21	37	102	13	21	15
gene12335	40	22	166	42	22	80	117	161	73	88	39	208	87	18	36	74
gene12336	112	44	280	69	64	101	127	377	198	68	139	236	178	41	64	86
gene12337	1615	814	3178	1396	1456	1506	2517	4166	2676	3115	2123	4719	3845	838	1445	1560
gene12338	5	13	61	7	30	24	19	48	14	24	12	16	25	7	5	8
gene12339	33	58	108	56	69	121	104	159	82	87	74	226	189	42	53	74
gene12340	24	4	50	22	83	106	51	346	180	98	193	387	149	36	277	90
gene12341	13	8	35	13	14	14	12	28	6	6	5	55	22	4	12	4
gene12342	0	0	2	0	3	0	0	0	0	1	0	0	0	0	1	0
gene12343	47	4	78	47	20	41	49	82	27	56	62	42	82	9	32	23
gene12344	3823	2724	9324	5282	4357	5679	8173	14747	8339	8372	7495	11455	13050	2974	6498	8121
gene12345	741	304	1838	783	762	903	912	1837	916	1002	729	1485	1916	426	732	701
gene12346	6	6	17	0	6	6	6	7	7	3	5	1	4	0	0	11
gene12347	721	232	956	460	515	589	759	782	807	713	741	1506	942	197	503	567
gene12348	45	26	89	43	5	16	14	32	16	39	13	23	34	11	25	30
gene12349	68	25	93	90	56	122	120	289	114	125	91	198	157	44	78	69
gene12350	3	2	8	2	5	0	0	0	1	0	0	4	1	0	0	2
gene12351	73	51	164	132	60	120	189	315	217	226	151	257	186	34	101	90
gene12352	28	10	58	63	23	33	46	96	33	27	25	45	48	16	39	15
gene12353	291	133	507	193	211	389	377	935	428	536	294	791	679	150	282	261
gene12354	0	4	1	2	2	4	11	30	5	17	4	9	4	0	5	0
gene12355	15	2	19	14	9	14	6	14	9	13	10	48	23	9	4	3
gene12356	26	14	91	31	87	126	267	317	234	239	180	526	393	64	274	57
gene12357	701	262	1008	477	745	601	983	1461	756	601	562	1352	1190	236	546	558
gene12358	259	141	338	187	229	185	419	490	268	468	250	696	353	115	229	284
gene12359	0	0	0	2	0	3	0	0	0	17	0	8	2	0	1	0
gene12360	74	23	169	43	43	44	55	112	47	63	30	130	158	25	48	50
gene12361	16	4	46	19	18	35	71	72	47	48	42	23	94	8	21	23
gene12362	81	30	227	90	55	124	148	227	120	174	111	324	311	53	75	97
gene12363	1142	517	2021	936	572	1060	1101	2816	970	1622	1177	2920	1618	519	1040	786
gene12364	7	0	10	2	4	5	2	4	1	3	1	9	2	2	0	1
gene12365	30	14	125	36	9	34	81	127	58	55	57	88	40	23	11	74
gene12366	26	6	104	39	18	41	18	43	36	14	30	68	65	14	17	17
gene12367	27	7	67	23	22	18	46	130	20	37	38	139	89	11	44	18
gene12368	25	23	108	37	74	35	91	82	64	35	85	99	75	7	30	25
gene12369	0	1	6	3	12	3	7	1	18	23	6	38	27	3	17	17
gene12370	6	4	12	1	6	10	8	27	13	7	10	2	23	8	19	3
gene12371	49	20	44	22	46	66	58	78	68	83	61	76	149	23	37	51
gene12372	174	62	354	116	229	335	363	555	482	287	320	646	726	120	284	324
gene12373	29	4	22	10	15	29	19	33	28	5	20	24	68	4	11	6
gene12374	55	7	31	24	19	23	49	49	39	34	23	57	62	18	12	24
gene12375	8	0	2	0	0	5	8	2	0	0	0	0	3	0	7	1
gene12376	0	0	2	1	0	0	27	4	0	0	31	2	13	0	9	0
gene12377	1	0	0	0	3	6	9	0	21	8	0	6	2	0	3	9
gene12378	90	42	146	136	15	17	19	34	35	12	13	50	31	7	8	19
gene12379	101	17	90	61	57	61	86	135	58	87	69	133	125	14	49	51
gene12380	461	190	1019	582	1654	2253	2629	5734	2599	2849	2231	4896	4485	1047	1904	1689
gene12381	169	67	451	138	165	177	388	549	249	419	295	622	310	77	173	287
gene12382	112	24	203	118	52	79	107	165	104	198	109	157	184	48	92	91
gene12383	121	93	252	212	177	189	324	404	240	279	194	446	329	82	146	176
gene12384	115	51	153	74	77	97	73	289	84	143	55	188	204	28	89	89
gene12385	18	23	18	3	28	18	16	47	32	72	3	43	36	16	19	20
gene12386	70	48	152	35	44	65	90	109	101	126	72	192	187	38	70	68
gene12387	384	195	597	326	223	428	574	1130	537	586	580	760	877	122	261	302
gene12388	1570	476	3096	1142	1328	1296	2110	2717	1973	2538	1696	2463	2874	589	1694	1583
gene12389	23	8	86	19	15	37	37	85	30	50	50	95	89	24	18	36
gene12390	23	6	4	2	5	18	5	33	25	29	10	29	60	9	22	11
gene12391	14	4	9	5	4	7	5	23	28	8	4	23	18	8	2	1
gene12392	0	1	12	1	0	1	3	14	1	1	1	6	0	0	3	2
gene12393	45	15	37	33	33	48	68	175	31	53	72	103	111	35	42	13
gene12394	913	589	2082	722	800	1225	1032	2618	1613	1254	1138	2396	2081	485	1152	737
gene12395	612	257	1030	302	381	587	834	1132	684	677	711	1149	786	188	472	369
gene12396	20	18	45	21	41	21	61	92	22	18	53	74	31	18	46	24
gene12397	3	0	24	2	10	4	8	13	9	0	1	0	15	1	0	0
gene12398	41	31	140	42	34	67	113	101	74	53	59	200	182	26	66	29
gene12399	137	38	181	101	53	49	71	145	87	73	40	176	84	36	43	75
gene12400	91	37	157	38	56	95	95	93	57	90	78	130	99	48	93	55
gene12401	41	11	141	46	34	41	99	139	39	100	52	98	96	22	20	35
gene12402	11	13	54	11	36	1	19	65	19	77	21	79	60	14	18	13
gene12403	93	37	262	93	108	196	280	185	140	209	158	323	279	82	126	215
gene12404	893	477	1507	1070	719	1381	1312	2429	1205	1170	1185	1851	1681	381	803	1115
gene12405	0	1	0	1	0	6	0	3	4	6	0	0	16	2	3	8
gene12406	4332	1799	9399	3799	3515	4747	4393	11751	5734	8740	5281	11683	10729	1983	4146	3661
gene12407	84	41	205	65	63	105	202	183	160	163	124	143	281	57	121	87
gene12408	91	47	202	102	94	58	90	268	107	151	84	306	183	48	130	68
gene12409	7	3	9	6	7	0	0	1	4	13	0	0	0	2	0	3
gene12410	0	1	0	6	0	0	1	1	1	0	0	0	1	0	0	1
gene12411	96	26	193	74	63	113	128	218	122	98	106	266	212	55	94	89
gene12412	8	7	9	14	3	19	22	13	4	15	19	6	10	6	32	9
gene12413	47	23	112	56	5	9	8	11	7	6	11	14	10	1	8	2
gene12414	12	14	66	18	22	18	23	73	40	56	31	81	75	14	22	13
gene12415	146	49	252	74	82	92	155	191	146	172	143	235	223	51	58	141
gene12416	545	255	867	360	478	626	542	1123	642	836	517	1625	1148	232	550	664
gene12417	129	47	354	131	92	120	163	179	170	208	81	208	205	55	70	93
gene12418	0	0	0	0	0	0	0	1	1	0	1	9	0	0	0	0
gene12419	241	84	530	286	212	236	321	602	366	451	321	771	646	125	277	269
gene12420	0	1	1	1	9	5	6	9	2	4	0	3	10	0	10	12
gene12421	118	37	221	78	82	143	185	219	125	166	94	289	196	35	155	99
gene12422	58	24	156	24	104	147	127	228	145	144	103	536	308	51	137	145
gene12423	26	13	20	13	22	20	28	84	39	54	14	42	45	7	18	10
gene12424	0	4	14	11	11	5	6	18	8	19	2	1	6	2	3	1
gene12425	18	6	41	13	77	162	249	384	245	332	240	442	438	119	44	175
gene12426	233	144	548	218	184	273	230	521	336	349	390	746	619	124	240	198
gene12427	51	40	54	24	39	111	102	84	148	153	80	349	154	37	81	31
gene12428	0	0	13	0	7	2	6	5	2	1	1	11	19	1	2	1
gene12429	1575	630	3060	1364	1283	1630	2276	3754	1907	2067	1752	3306	3648	584	1392	1655
gene12430	3469	1523	5220	2679	1803	4038	3723	5739	3530	4603	3539	5641	5985	1100	2795	2762
gene12431	9	9	4	8	2	15	4	23	5	25	11	4	50	0	2	2
gene12432	19	1	23	19	24	25	42	27	46	26	26	103	58	13	15	25
gene12433	8	9	14	2	2	12	12	29	11	15	9	24	11	3	17	6
gene12434	66	41	101	57	68	30	120	90	71	114	67	116	65	43	66	42
gene12435	8	1	18	16	5	21	3	11	15	5	5	36	17	1	2	13
gene12436	87	31	255	135	96	105	151	245	156	202	196	242	269	74	102	106
gene12437	114	68	155	93	72	106	158	317	123	197	104	268	163	82	122	79
gene12438	3927	2612	6771	4082	2219	4386	5659	8390	3168	6975	4583	8285	6993	1675	4641	4274
gene12439	85	37	92	102	81	173	314	414	184	249	190	256	249	103	168	95
gene12440	9	8	20	21	9	14	41	38	36	43	27	55	32	7	19	9
gene12441	1132	434	2039	1099	875	957	1669	3396	1222	1549	1167	2195	2636	503	1356	960
gene12442	21	11	48	41	13	59	43	74	59	76	31	63	81	15	60	23
gene12443	1	2	0	6	0	2	5	5	2	1	0	16	1	1	0	3
gene12444	30	8	43	24	17	13	37	31	39	33	13	49	18	8	21	12
gene12445	134	65	271	137	100	146	148	255	155	283	153	337	412	50	100	85
gene12446	18	9	24	14	24	42	53	83	49	27	39	91	54	15	20	42
gene12447	105	42	144	48	10	22	20	22	17	16	13	40	27	5	8	9
gene12448	41	37	142	88	36	113	145	229	110	233	105	217	196	21	77	87
gene12449	42	24	72	46	31	38	72	91	35	37	27	99	53	19	21	12
gene12450	11	2	12	7	9	13	19	50	9	18	17	17	37	1	9	20
gene12451	77	24	123	39	31	48	80	108	127	94	93	107	63	31	46	50
gene12452	183	89	413	129	157	147	227	331	230	294	224	481	560	60	213	181
