gene	lfcA	lfcB
gene4316	0	0
gene4317	0	0
gene4318	0	0
gene4319	0	0
gene4320	0	0
gene4321	0	0
gene4322	0	0
gene4323	0.515455102316006	0
gene4324	0	0
gene4325	0	0
gene4326	0.846899979843004	0
gene4327	0	0
gene4328	-2.1008230752085	0
gene4329	0	0
gene4330	0	0
gene4331	0	0
gene4332	0	0
gene4333	0	0
gene4334	0	0
gene4335	0	0
gene4336	0	0
gene4337	0	0
gene4338	0	0
gene4339	-0.0943081166890906	1.25039186899369
gene4340	0	0
gene4341	-1.4717696719585	0
gene4342	0	0
gene4343	0	0
gene4344	0	0
gene4345	0	0
gene4346	0	0
gene4347	0	0
gene4348	-1.16434692759306	0
gene4349	0	0
gene4350	0	0
gene4351	0	0
gene4352	0	0
gene4353	0	0
gene4354	0	0
gene4355	0	0
gene4356	0	0
gene4357	0	0
gene4358	0	0
gene4359	0	0.0786495374278741
gene4360	0	0
gene4361	0	0
gene4362	0	0
gene4363	0	0
gene4364	0	0
gene4365	0	0
gene4366	0	0
gene4367	0	0
gene4368	0	0
gene4369	0	0
gene4370	0	0
gene4371	0	0
gene4372	0	0
gene4373	0	0
gene4374	0	0
gene4375	0	0
gene4376	0	0
gene4377	0	0
gene4378	0	0
gene4379	0	0
gene4380	0	0
gene4381	0	0
gene4382	0	0
gene4383	0	0
gene4384	0	0
gene4385	0	0
gene4386	0	0
gene4387	0	0
gene4388	0	0
gene4389	0	0
gene4390	0	0.344415323699528
gene4391	0	0
gene4392	0	0
gene4393	0	0
gene4394	0	0
gene4395	0	0
gene4396	0	0
gene4397	0	0
gene4398	0	0
gene4399	0	0
gene4400	0	0
gene4401	0	0
gene4402	0	0
gene4403	0	0
gene4404	0	0
gene4405	0	0
gene4406	0	0
gene4407	0	0
gene4408	-0.50785790648094	0
gene4409	0	0
gene4410	0	0
gene4411	0	0
gene4412	0	0
gene4413	0	-0.0864161738476161
gene4414	0	0
gene4415	0	0
gene4416	0	0
gene4417	0	0
gene4418	1.8595830624315	0
gene4419	0	0
gene4420	0	0
gene4421	0	0
gene4422	0	0
gene4423	0	0
gene4424	0	0
gene4425	0	0
gene4426	0	0
gene4427	0	0
gene4428	0	0
gene4429	0	0
gene4430	0	0
gene4431	0	0
gene4432	0	0
gene4433	0	0
gene4434	0	0
gene4435	0	0
gene4436	1.08016507133125	0
gene4437	0	0
gene4438	0	0
gene4439	0	0
gene4440	0	0
gene4441	0.706460835755131	0
gene4442	0	0
gene4443	0	0.234211193299312
gene4444	0	0
gene4445	0	0
gene4446	0	0
gene4447	0	0
gene4448	0	0
gene4449	0	0
gene4450	0	0
gene4451	0	0
gene4452	0	0
gene4453	0	0
gene4454	0	0
gene4455	0	0
gene4456	0	0
gene4457	3.6228544233372	0
gene4458	0	0.105889696408064
gene4459	0	0
gene4460	0	0
gene4461	0	0
gene4462	0	0
gene4463	0	0
gene4464	1.23169070115058	0
gene4465	0	0
gene4466	0	0
gene4467	0	0
gene4468	0	0
gene4469	0	0
gene4470	0	0
gene4471	0	0
gene4472	0	-0.149460994884955
gene4473	0	0
gene4474	0	0
gene4475	0	0
gene4476	0	0
gene4477	0	0
gene4478	-1.1041832583154	-0.00119588996604869
gene4479	0	0
gene4480	0	0
gene4481	0	0
gene4482	0	0
gene4483	0	0
gene4484	0	0
gene4485	0	0
gene4486	0	0
gene4487	0	0
gene4488	0	0
gene4489	1.93149130979029	0
gene4490	0	0
gene4491	0	0
gene4492	0	0
gene4493	0	0
gene4494	0	0
gene4495	0	0
gene4496	0	0
gene4497	0	0
gene4498	0	0
gene4499	0	0
gene4500	1.29653400663379	0
gene4501	0	0
gene4502	0	0
gene4503	0	0
gene4504	0	0
gene4505	0	0
gene4506	0	0.232276054960286
gene4507	0	0
gene4508	0	0
gene4509	0	0
gene4510	0	0
gene4511	0	0
gene4512	0	0
gene4513	0	0
gene4514	0	0
gene4515	0	0
gene4516	0	0
gene4517	-0.513984196961548	0
gene4518	0	0
gene4519	-0.602822283066153	0
gene4520	0	0
gene4521	0	0
gene4522	0	0
gene4523	0	0
gene4524	0	-2.06024477616949
gene4525	0	0
gene4526	0	0
gene4527	0	0
gene4528	0	0
gene4529	0	0
gene4530	0	0
gene4531	0	0
gene4532	0	-0.882774489553716
gene4533	0	0
gene4534	0	0
gene4535	0	0
gene4536	0	0
gene4537	0	0
gene4538	0.13544384603831	0
gene4539	0	0
gene4540	-0.723646675115954	0
gene4541	0	0
gene4542	0	0
gene4543	0	0
gene4544	0	0
gene4545	0	0
gene4546	2.66369781969239	0
gene4547	1.76267599737544	0
gene4548	0	0
gene4549	0	0
gene4550	0	0
gene4551	0	0
gene4552	0	0
gene4553	0	0
gene4554	0	0
gene4555	0	0
gene4556	0	0
gene4557	0	0
gene4558	0	0
gene4559	0	0
gene4560	0	0
gene4561	0	0
gene4562	0	0
gene4563	0	0
gene4564	0	0
gene4565	0	0
gene4566	0	0
gene4567	0	0
gene4568	0	0
gene4569	0	0
gene4570	0	0
gene4571	0	0
gene4572	0	1.29483645333889
gene4573	0	0
gene4574	0	0
gene4575	0	0
gene4576	0	0
gene4577	0	0
gene4578	0	-1.00543578443911
gene4579	0	0
gene4580	0	0
gene4581	0	0
gene4582	0	0
gene4583	0	0
gene4584	0	0
gene4585	0	0
gene4586	0	0
gene4587	0	0
gene4588	0	0
gene4589	-0.466215000665878	0
gene4590	0	0
gene4591	0	0
gene4592	-1.08139636071236	0
gene4593	0	0
gene4594	0	0
gene4595	0	0
gene4596	0	0.563955537877858
gene4597	0	0
gene4598	-0.0413792471448874	-1.8032085175324
gene4599	-0.115956774664217	0
gene4600	0	0
gene4601	0	0
gene4602	0	0
gene4603	0	0
gene4604	0	0
gene4605	0	0
gene4606	0	0
gene4607	0	0
gene4608	0	0
gene4609	0	0
gene4610	0	0
gene4611	-0.0496883738412103	0
gene4612	0	0
gene4613	0	-0.855939489763268
gene4614	0	0
gene4615	0	0
gene4616	0	0
gene4617	0	0
gene4618	0	0
gene4619	0	0
gene4620	0	0
gene4621	0	0
gene4622	0	0
gene4623	0	3.19587084698975
gene4624	0	0
gene4625	0	0
gene4626	0	0
gene4627	0	0
gene4628	0	0
gene4629	0	0
gene4630	0	0
gene4631	0	0
gene4632	0	0
gene4633	0	0.570526776600503
gene4634	0	0.454965205599049
gene4635	0	0
gene4636	0	0
gene4637	0	0
gene4638	0	0
gene4639	0	0
gene4640	0	0
gene4641	0	0
gene4642	0	0
gene4643	0	0
gene4644	0	0
gene4645	0	0
gene4646	0	0
gene4647	0	0
gene4648	0	0
gene4649	-0.649466282294508	0
gene4650	0	0
gene4651	0	0
gene4652	0	0.439042312345956
gene4653	0	0
gene4654	0	0
gene4655	0	0
gene4656	0	0
gene4657	0.43507213434538	0
gene4658	0	0
gene4659	0	0
gene4660	0	0
gene4661	0	0
gene4662	0	0
gene4663	0	0
gene4664	0	0
gene4665	0	0
gene4666	-0.781027019210865	0
gene4667	0	0
gene4668	0	0
gene4669	0	0
gene4670	0	0
gene4671	0	0
gene4672	1.02970172314942	0
gene4673	0	0
gene4674	0	0
gene4675	0	0.0515168241318518
gene4676	0	0
gene4677	0	0
gene4678	0	0
gene4679	0	0
gene4680	0	0
gene4681	0	0
gene4682	0	0
gene4683	0	0
gene4684	0	0
gene4685	0	0
gene4686	0	0
gene4687	0	0
gene4688	0	0
gene4689	0	0
gene4690	0	0
gene4691	0	0
gene4692	0	0
gene4693	0	0
gene4694	0	0
gene4695	0	0
gene4696	0	0
gene4697	0	0
gene4698	0	0
gene4699	-1.23200270845891	0
gene4700	0	0
gene4701	0	0
gene4702	0	0
gene4703	0	0
gene4704	0	0
gene4705	0	0
gene4706	0	0
gene4707	0	-0.333832635813336
gene4708	0	0
gene4709	0	0
gene4710	0	0
gene4711	0	0
gene4712	0	0
gene4713	0	0
gene4714	0.416787743962901	0
gene4715	0	0
gene4716	0	0
gene4717	0	0
gene4718	0	0
gene4719	0	0
gene4720	0	0
gene4721	0	0
gene4722	0	0
gene4723	0	0
gene4724	0	0
gene4725	0	0
gene4726	0	0.0377533420234272
gene4727	0	0
gene4728	0	0
gene4729	0	-0.859782762288828
gene4730	0.300355062880109	0
gene4731	0	0
gene4732	0	0
gene4733	0	0
gene4734	0	0
gene4735	0	0
gene4736	2.36013243719801	-1.38899602171349
gene4737	0	0
gene4738	0	1.92955443754114
gene4739	0.512927483384845	0
gene4740	0	0
gene4741	0	0
gene4742	0	0
gene4743	0	0
gene4744	0	0
gene4745	0	0
gene4746	0	0
gene4747	0	-2.43452417259285
gene4748	0	0
gene4749	0	0
gene4750	0	0
gene4751	0	0
gene4752	0	0
gene4753	0	0
gene4754	0	0
gene4755	0	0
gene4756	0	0
gene4757	0	0
gene4758	0	0
gene4759	0	0
gene4760	-0.776988957570383	0
gene4761	0	0
gene4762	0	0
gene4763	0	0
gene4764	0	0
gene4765	0	0
gene4766	0	0
gene4767	0	-0.784474089824323
gene4768	0	0
gene4769	0	0
gene4770	0.131936542434649	0
gene4771	0	0
gene4772	0	0.374183425721506
gene4773	0	0
gene4774	0	0
gene4775	0	0
gene4776	1.49766363122817	0
gene4777	0	0
gene4778	0	0
gene4779	0	0
gene4780	0	0
gene4781	0	0
gene4782	-2.02630261312953	0
gene4783	0	0
gene4784	0	0
gene4785	0	0
gene4786	0	0
gene4787	0	0
gene4788	0	0
gene4789	0	0.0329551445018361
gene4790	0	0
gene4791	0	0
gene4792	0	0
gene4793	0	0
gene4794	0	0
gene4795	0	0
gene4796	0	0
gene4797	0.879468853807107	0
gene4798	0	0
gene4799	0	1.20496994200755
gene4800	0	0
gene4801	0	0
gene4802	0	0
gene4803	0	0
gene4804	0	0
gene4805	3.00009744191837	0
gene4806	-0.0791910149426178	0
gene4807	0.237252030941379	0
gene4808	0	0
gene4809	0	0
gene4810	1.05100147459147	0.195559317728382
gene4811	0	0
gene4812	0	0
gene4813	0	0
gene4814	0	0
gene4815	0	0
gene4816	0	0
gene4817	0	0
gene4818	0	0
gene4819	0	0
gene4820	0	0
gene4821	0	0
gene4822	0	0
gene4823	0	0
gene4824	0	0
gene4825	0	0
gene4826	1.6548991197413	0
gene4827	0	0
gene4828	0	0
gene4829	0	0
gene4830	0	0
gene4831	0	0
gene4832	0	0
gene4833	-0.482860320205322	0
gene4834	0	0
gene4835	0	0
gene4836	0	0
gene4837	0	0
gene4838	0	0
gene4839	0	0
gene4840	0	0
gene4841	0	0
gene4842	0	0
gene4843	0	0
gene4844	0	0
gene4845	0	0
gene4846	0	0
gene4847	0	0
gene4848	0	0
gene4849	0	0
gene4850	-0.272563393944079	0
gene4851	0	0
gene4852	0	0
gene4853	0	0
gene4854	0	0
gene4855	0	0
gene4856	0	0
gene4857	0	0
gene4858	0	0
gene4859	0	0.873954408277126
gene4860	0	0
gene4861	0	0
gene4862	0	0
gene4863	0	0
gene4864	0	0
gene4865	0	0
gene4866	0	0
gene4867	-1.63726669679697	0
gene4868	0	0
gene4869	0	0
gene4870	0	0
gene4871	0	0
gene4872	0.544041974133026	1.04473816995065
gene4873	0	0
gene4874	0	0
gene4875	0	0
gene4876	0	0
gene4877	0	0
gene4878	0	0
gene4879	-0.313544499396908	0
gene4880	0	0
gene4881	0	0
gene4882	0	0
gene4883	0	0
gene4884	0	0
gene4885	-0.626131011272962	-1.56463923168172
gene4886	0	0
gene4887	0	0
gene4888	0	0
gene4889	0	0
gene4890	0	0
gene4891	0	0
gene4892	0	0
gene4893	0	0
gene4894	0	0
gene4895	0	0
gene4896	0	0
gene4897	0	0
gene4898	0	0
gene4899	0	0
gene4900	0	0
gene4901	0	0
gene4902	0	0
gene4903	-0.229338062552585	0
gene4904	0	0
gene4905	0	0
gene4906	0	-1.22903907855225
gene4907	-1.85407395712734	0
gene4908	0	0
gene4909	0	0
gene4910	0	0
gene4911	0	-0.955211244628986
gene4912	0	0
gene4913	0	0
gene4914	-1.11733424868704	0
gene4915	0	0
gene4916	0	0.501586180561383
gene4917	0	0
gene4918	0	0
gene4919	0	0
gene4920	0	0
gene4921	0	0
gene4922	0	0
gene4923	0	0
gene4924	0	0
gene4925	0	0
gene4926	0	0
gene4927	0	0
gene4928	0	0
gene4929	-0.694987917848798	0
gene4930	0	0
gene4931	0	0
gene4932	0	0
gene4933	0	0
gene4934	0	0
gene4935	0	0
gene4936	0	0
gene4937	0	0
gene4938	0	0
gene4939	0	0
gene4940	1.18050271533182	0
gene4941	0	0
gene4942	0	0
gene4943	0	0
gene4944	0	0
gene4945	0	0
gene4946	0	0
gene4947	0	0
gene4948	2.66391479304057	0
gene4949	0	0
gene4950	0	0
gene4951	0	-1.06791065996611
gene4952	0	0.305607011505118
gene4953	0	0
gene4954	0	0
gene4955	0	-1.26723168903281
gene4956	0	0
gene4957	0	0
gene4958	0	0
gene4959	0	0
gene4960	0	0
gene4961	1.47502466566075	0
gene4962	0	0
gene4963	0.444033626943359	0
gene4964	0	0
gene4965	0	0
gene4966	0	0
gene4967	0	0
gene4968	0	0
gene4969	0	0
gene4970	1.43809426659228	0
gene4971	0	0
gene4972	0	0
gene4973	-0.338748600669924	0
gene4974	0	0
gene4975	0	0
gene4976	0	0
gene4977	0	0
gene4978	0	-0.970898154955483
gene4979	0	0
gene4980	0	0
gene4981	0	0
gene4982	0	0
gene4983	0	0
gene4984	0	0
gene4985	0	0
gene4986	0	0
gene4987	0	0
gene4988	0	1.67016982194213
gene4989	0	0
gene4990	0	0
gene4991	0	0
gene4992	0	0
gene4993	0	0
gene4994	0	0
gene4995	0	0
gene4996	0	0.371025087104902
gene4997	0	0
gene4998	0	0
gene4999	0	0
gene5000	0	0
gene5001	0	0
gene5002	0	0
gene5003	0	0
gene5004	0	0
gene5005	0	0
gene5006	0	0
gene5007	0	0
gene5008	0	0
gene5009	0	0
gene5010	0	0
gene5011	0	0
gene5012	0	0
gene5013	0	0
gene5014	0	0
gene5015	0	0
gene5016	0	0
gene5017	0	0
gene5018	0	0
gene5019	0	0
gene5020	0	0
gene5021	0	0
gene5022	0	0
gene5023	0.391988977128439	0
gene5024	0	0
gene5025	0	0
gene5026	0	0
gene5027	0	0
gene5028	0	0
gene5029	0	0
gene5030	0	0
gene5031	-2.11672124130133	0
gene5032	0	0
gene5033	0	0
gene5034	0	0
gene5035	0	0
gene5036	0	0
gene5037	0	0
gene5038	0	0
gene5039	0	0
gene5040	0	0
gene5041	0	0
gene5042	-2.15939030136962	0
gene5043	0	0
gene5044	0	0
gene5045	0	0
gene5046	0	0
gene5047	1.16820963504987	0
gene5048	0	0
gene5049	0	0
gene5050	0	0
gene5051	0	0
gene5052	0	0
gene5053	0	0
gene5054	0	0
gene5055	0	0
gene5056	0	0
gene5057	0	0
gene5058	0	0
gene5059	0	0
gene5060	0	0
gene5061	0	0
gene5062	0	0
gene5063	0	0
gene5064	0	0
gene5065	0	0
gene5066	0	0
gene5067	0	0
gene5068	0	0
gene5069	0	-0.564591700897641
gene5070	0	0
gene5071	0	0
gene5072	1.69406977331931	0
gene5073	0	0
gene5074	0	0
gene5075	0	0
gene5076	0	0
gene5077	0	0
gene5078	0	0
gene5079	0	0
gene5080	0	0
gene5081	0	0
gene5082	0	0
gene5083	-1.92441109212442	0
gene5084	0	0
gene5085	0	0
gene5086	0	0
gene5087	1.11349669346917	0
gene5088	0	0
gene5089	0	0
gene5090	0	0
gene5091	0	0
gene5092	0	0
gene5093	-1.01986184921604	0
gene5094	0	0
gene5095	0	0
gene5096	0	0
gene5097	0	0.278551779269003
gene5098	0	0
gene5099	0	0
gene5100	0	0
gene5101	0	0
gene5102	0	0
gene5103	0	0
gene5104	0	0
gene5105	0	0
gene5106	0	0
gene5107	0	0
gene5108	0	0
gene5109	0	0
gene5110	0	0
gene5111	0	0
gene5112	0	0
gene5113	0	0
gene5114	0	0
gene5115	0	0
gene5116	0	0
gene5117	0	0
gene5118	0	0
gene5119	0	0
gene5120	0	0
gene5121	0	0
gene5122	0	0
gene5123	0	0
gene5124	0	0
gene5125	0	0
gene5126	0	0
gene5127	0	0
gene5128	0	0.746415235151282
gene5129	0	0
gene5130	0	0
gene5131	0	0
gene5132	0	0
gene5133	0	0
gene5134	0	0
gene5135	0	0
gene5136	0	0
gene5137	0	0
gene5138	0	0
gene5139	0	0
gene5140	0	0
gene5141	0	0
gene5142	0	0
gene5143	0	0
gene5144	0	0
gene5145	0	0
gene5146	0	0
gene5147	0	0
gene5148	0	0
gene5149	0	0
gene5150	0	0
gene5151	0	0
gene5152	0	0
gene5153	-0.123985240589598	0
gene5154	0	0
gene5155	0	0
gene5156	0	0
gene5157	0	0
gene5158	0	0
gene5159	0	0
gene5160	0	0
gene5161	0	0
gene5162	0	0
gene5163	0	0
gene5164	0	0
gene5165	0	0
gene5166	0	0
gene5167	0	0
gene5168	0	-1.76119136230969
gene5169	0	0.580202810125631
gene5170	0	0
gene5171	0	0
gene5172	0	-0.400513001250739
gene5173	0	0
gene5174	0	0
gene5175	0	0
gene5176	0	0
gene5177	0	1.620518048164
gene5178	0	0
gene5179	0	-0.57331216368003
gene5180	0	0
gene5181	0	0
gene5182	0	0.459834426186757
gene5183	0	0
gene5184	1.73713667372173	0
gene5185	0	0
gene5186	0	0
gene5187	0	0
gene5188	0	0
gene5189	0	0
gene5190	0	0
gene5191	0	0
gene5192	0	0
gene5193	0	0
gene5194	0	0
gene5195	0	0
gene5196	2.33070665371318	0
gene5197	0	0
gene5198	0	0
gene5199	0	0
gene5200	0	0
gene5201	0	1.03014843103483
gene5202	0	0
gene5203	0	0
gene5204	0	0
gene5205	0	0.126136547615683
gene5206	0	0
gene5207	0	0
gene5208	0	0
gene5209	0	0
gene5210	0	0
gene5211	0	0
gene5212	-0.9074067475554	0
gene5213	0	0
gene5214	0	0
gene5215	0.722277910844478	0
gene5216	0	0
gene5217	0.957873735525399	0
gene5218	0	0
gene5219	0	0
gene5220	0	0
gene5221	0	0
gene5222	0	0
gene5223	0	-0.261568508536747
gene5224	0	0
gene5225	-0.455137543528722	0
gene5226	0	0
gene5227	0	0
gene5228	0	0.390477813027657
gene5229	0	0
gene5230	0	0.657818530088338
gene5231	0	0
gene5232	0	0.366675808323459
gene5233	0	0
gene5234	0	0
gene5235	0	0
gene5236	0	0
gene5237	0	1.28880030066194
gene5238	0	-0.0638111222779059
gene5239	0	0
gene5240	0	0
gene5241	0	0
gene5242	0	0
gene5243	0	0
gene5244	0	0
gene5245	0	0
gene5246	0	0
gene5247	0	0
gene5248	0	0
gene5249	0	0
gene5250	0	0
gene5251	0	0
gene5252	0	0
gene5253	0	0
gene5254	0	0
gene5255	0	0
gene5256	0	0
gene5257	0	0.0599122847028549
gene5258	0	0
gene5259	0	0
gene5260	-0.943049051201603	0
gene5261	0	0
gene5262	0	0
gene5263	0	0
gene5264	0	0
gene5265	0	0
gene5266	0	0
gene5267	0	0
gene5268	0	0
gene5269	0	-0.323670686677811
gene5270	0	0
gene5271	0	0.603837127099096
gene5272	0	0
gene5273	0	0
gene5274	0	0
gene5275	0	0
gene5276	0	0
gene5277	0	0
gene5278	0	0
gene5279	0	0
gene5280	0	0
gene5281	0	0
gene5282	0	0
gene5283	0	0
gene5284	0	0
gene5285	0	0
gene5286	0	0
gene5287	0	0
gene5288	0	0
gene5289	0	0
gene5290	1.86971401270139	0
gene5291	0	0
gene5292	0	0
gene5293	0	0
gene5294	0	0
gene5295	0	0
gene5296	0	0
gene5297	0	0
gene5298	0	0
gene5299	0	0
gene5300	0.813908357600284	0
gene5301	0	0
gene5302	0	-1.3065528228768
gene5303	-0.238254043780815	0
gene5304	0	0
gene5305	0	0
gene5306	0	0
gene5307	0	0
gene5308	0	0
gene5309	0	0
gene5310	0	0
gene5311	0	0
gene5312	0	0
gene5313	0	0
gene5314	0	0
gene5315	0	0
gene5316	0	0
gene5317	0	0
gene5318	0	0
gene5319	0	0
gene5320	0	0
gene5321	0	0
gene5322	-0.449162397036236	0
gene5323	0	0
gene5324	0	0
gene5325	0	0
gene5326	0	0
gene5327	0	0
gene5328	0	0
gene5329	0	0
gene5330	0	1.29602804903605
gene5331	0	0
gene5332	0	0
gene5333	0	0
gene5334	0	0
gene5335	0	0
gene5336	0	0
gene5337	0	0
gene5338	0	0
gene5339	0	0
gene5340	0	0
gene5341	0	0
gene5342	0	0
gene5343	0	0
gene5344	0.778528876580664	0
gene5345	0	0
gene5346	0	0
gene5347	0	0
gene5348	0	0
gene5349	0	0
gene5350	0	0
gene5351	0	0
gene5352	-0.711628482670845	0
gene5353	0	0
gene5354	0	0
gene5355	0	0
gene5356	0	0
gene5357	0	0
gene5358	0	0
gene5359	0	0
gene5360	0	0
gene5361	0	0
gene5362	0	0
gene5363	0	0
gene5364	0	0
gene5365	0	0
gene5366	0	0
gene5367	-2.00731617069947	0
gene5368	0	0
gene5369	0	0
gene5370	0	0
gene5371	0	0
gene5372	0	0
gene5373	0	0
gene5374	0	0
gene5375	0	0
gene5376	0	0
gene5377	0	0
gene5378	0	0
gene5379	0	0
gene5380	0	0
gene5381	0	0
gene5382	0	0
gene5383	0	0
gene5384	0	-1.27754223372072
gene5385	0	0
gene5386	0	0
gene5387	0	0
gene5388	0	0
gene5389	0	0.479680744219718
gene5390	0	0
gene5391	0	0
gene5392	0	0
gene5393	0	0
gene5394	0	0
gene5395	0	0.469823394642272
gene5396	0	0
gene5397	0	0
gene5398	0	0
gene5399	0	0
gene5400	0.0938834016708763	0
gene5401	0	0
gene5402	0	0
gene5403	0	0
gene5404	-0.209107270380217	0
gene5405	1.12841787492441	0
gene5406	0	0
gene5407	0	0
gene5408	0	0
gene5409	0	0
gene5410	0	0
gene5411	0	0
gene5412	0	1.09284733686631
gene5413	-0.63171838200085	0
gene5414	0	0
gene5415	0	0
gene5416	0.301213053473244	0
gene5417	0	0
gene5418	0	0
gene5419	0	2.23163529944769
gene5420	0	0
gene5421	0	0
gene5422	0	0
gene5423	0	0
gene5424	0	0
gene5425	0	0
gene5426	0	0
gene5427	0	0
gene5428	0	0
gene5429	0	0
gene5430	0	0
gene5431	0	0
gene5432	0	0
gene5433	0	0
gene5434	0	0
gene5435	0	0
gene5436	0	0
gene5437	0	0
gene5438	0.792276548374259	0
gene5439	0	0
gene5440	0.0617069705653949	0
gene5441	-0.819410549331424	0
gene5442	-1.10812864535197	0
gene5443	0	0
gene5444	0	0
gene5445	0	0
gene5446	0	0
gene5447	0	0
gene5448	0.720851629532235	0
gene5449	0	0
gene5450	0	0
gene5451	0	0
gene5452	0.855248093344244	0
gene5453	0	0
gene5454	0	0
gene5455	0	0
gene5456	0	0
gene5457	0	0
gene5458	0	0
gene5459	0	0
gene5460	0	0
gene5461	-1.8281608833308	0
gene5462	0	0
gene5463	0	0
gene5464	0	0
gene5465	0	1.50917624759368
gene5466	0	0
gene5467	0	0
gene5468	0	0
gene5469	0	0
gene5470	0	0
gene5471	0	0
gene5472	0	0
gene5473	0	0
gene5474	0	0
gene5475	0	0
gene5476	0	0
gene5477	0	0
gene5478	0	0
gene5479	0	0
gene5480	0	0
gene5481	0	0
gene5482	0	0
gene5483	0	-0.708205394592163
gene5484	0	-1.36445123317917
gene5485	1.06017230266412	0
gene5486	0	0
gene5487	0	0
gene5488	0.658578733044551	0
gene5489	0	0
gene5490	0	0
gene5491	0	0
gene5492	0	0
gene5493	0	1.10213286732125
gene5494	0	0
gene5495	0	0
gene5496	0	0
gene5497	0	0.850226733813215
gene5498	0	0
gene5499	0	0
gene5500	0	0
gene5501	0	0
gene5502	0	0
gene5503	0	0
gene5504	0	0
gene5505	0	0
gene5506	0	0
gene5507	0	0
gene5508	-1.61465375538356	0
gene5509	0	0
gene5510	0	0
gene5511	0	0
gene5512	0	0
gene5513	-0.513219567194158	0
gene5514	0	0
gene5515	0	0
gene5516	0	0
gene5517	0	0
gene5518	0	0
gene5519	0	0
gene5520	0	1.4571527831689
gene5521	0	0
gene5522	0	0
gene5523	0	0
gene5524	0	0
gene5525	0	0
gene5526	0	0
gene5527	0	0
gene5528	0	0
gene5529	0	0
gene5530	0	0
gene5531	0	0
gene5532	0	0
gene5533	-1.49469101015164	0
gene5534	0	-0.699655410286914
gene5535	-0.542492465659025	0
gene5536	0	0
gene5537	0	0
gene5538	0	0
gene5539	0	0
gene5540	0	0
gene5541	0	0
gene5542	0	0
gene5543	0	0
gene5544	0	0
gene5545	2.22367515180564	0
gene5546	0	0
gene5547	0	0
gene5548	0	0
gene5549	0	0
gene5550	0	0
gene5551	0	0
gene5552	-0.741943310744885	0
gene5553	0	0
gene5554	0	0
gene5555	0	0.783644945895122
gene5556	0	0
gene5557	0	0
gene5558	0	0
gene5559	0	0
gene5560	0	0
gene5561	0	0
gene5562	0	0
gene5563	0	-1.18465966640308
gene5564	0	0
gene5565	-1.46658958341694	0
gene5566	0	0
gene5567	0	0
gene5568	0	0
gene5569	0	0
gene5570	0	0
gene5571	0	-0.6492931018876
gene5572	0	0
gene5573	0	0
gene5574	0	0
gene5575	0	0
gene5576	0	0
gene5577	0	0
gene5578	0	0
gene5579	0	0
gene5580	0	0
gene5581	0	0
gene5582	0	0
gene5583	0	0
gene5584	0	0
gene5585	0	0
gene5586	0	0
gene5587	0	0
gene5588	0	0
gene5589	0	0
gene5590	0	0
gene5591	0	0
gene5592	0	0
gene5593	0.341367329622105	0
gene5594	0	0
gene5595	0	0
gene5596	0	0
gene5597	0	0
gene5598	0	0
gene5599	0	0
gene5600	0	0
gene5601	0	0
gene5602	0	0
gene5603	0	0
gene5604	0	0
gene5605	0	0
gene5606	0	0.738654347347932
gene5607	0	0
gene5608	0	0
gene5609	0.267434914619203	0
gene5610	0	0
gene5611	0	0.386348891339948
gene5612	0	0
gene5613	0	0
gene5614	0	0
gene5615	0	0
gene5616	0	0
gene5617	0	0
gene5618	0	0
gene5619	0	0
gene5620	0.21664608307926	0
gene5621	0	0
gene5622	0	0
gene5623	0	0
gene5624	0	0
gene5625	0	0
gene5626	0	0
gene5627	0	0
gene5628	0	0
gene5629	0	0
gene5630	0	0
gene5631	0	0
gene5632	0	0
gene5633	0	0
gene5634	0	0
gene5635	0	0
gene5636	0	-1.59791322159276
gene5637	0	0
gene5638	0	0
gene5639	0	0
gene5640	0	0
gene5641	0	0
gene5642	0	0
gene5643	0	0
gene5644	0	0
gene5645	-0.477120407436269	0
gene5646	0	0
gene5647	0	0
gene5648	0	0
gene5649	0	0
gene5650	0	0
gene5651	0	0
gene5652	0	0
gene5653	0	0
gene5654	0	0
gene5655	0	0
gene5656	0	0
gene5657	0	0
gene5658	0	0
gene5659	0	0
gene5660	0	-1.24272830296833
gene5661	0	0
gene5662	0	0
gene5663	0	0
gene5664	-1.10630741252315	0
gene5665	0	0
gene5666	0	-1.88142097181267
gene5667	0	0
gene5668	0	0
gene5669	0	0
gene5670	0	0
gene5671	0	0
gene5672	0	0
gene5673	0	0
gene5674	0	0
gene5675	0	0
gene5676	0	0
gene5677	0	0
gene5678	0	0
gene5679	0	-3.84163758629265
gene5680	0.242294440765203	0
gene5681	0	0
gene5682	0	0
gene5683	0	1.80142280012641
gene5684	0	0
gene5685	0	0
gene5686	0	0
gene5687	0	0
gene5688	0	0
gene5689	0	0
gene5690	0	0
gene5691	0	0
gene5692	1.59476040718615	0
gene5693	0	0
gene5694	0	0
gene5695	0	0
gene5696	0	0
gene5697	0	0
gene5698	0	0
gene5699	0	0
gene5700	0	0
gene5701	0	0
gene5702	0	0
gene5703	0	0
gene5704	0	0
gene5705	0	0
gene5706	0	0
gene5707	0	0
gene5708	0	0
gene5709	0.1086091728301	0
gene5710	0	0
gene5711	0	0
gene5712	0	0
gene5713	0	0
gene5714	0	0
gene5715	-1.29529825906337	0
gene5716	0	0
gene5717	0	0
gene5718	0	0
gene5719	0	0
gene5720	0	0
gene5721	0	0
gene5722	0	0
